drug,plate,cell_line,magnitude,log1p_magnitude
Almonertinib (hydrochloride),5,MIA PaCa-2,2.666758,1.299308
Amsacrine,5,MIA PaCa-2,3.8669944,1.5824766
Anethole trithione,5,MIA PaCa-2,4.97469,1.7875322
Artesunate,5,MIA PaCa-2,3.3066638,1.4601636
Azithromycin (hydrate),5,MIA PaCa-2,1.7984694,1.0290726
Baicalin,5,MIA PaCa-2,4.2926354,1.6663163
Balsalazide (sodium hydrate),5,MIA PaCa-2,2.0343807,1.1100073
Berbamine,5,MIA PaCa-2,2.4555027,1.239968
Berberine (chloride hydrate),5,MIA PaCa-2,2.9883275,1.383372
Bergenin,5,MIA PaCa-2,1.974522,1.0900834
Bimatoprost,5,MIA PaCa-2,9.310721,2.3331842
Busulfan,5,MIA PaCa-2,2.897665,1.3603777
Cepharanthine,5,MIA PaCa-2,0.8807674,0.6316799
Chlorhexidine (diacetate),5,MIA PaCa-2,1.1982365,0.7876554
Ciclopirox,5,MIA PaCa-2,0.7184223,0.54140663
Clonidine (hydrochloride),5,MIA PaCa-2,1.0019883,0.69414085
Clotrimazole,5,MIA PaCa-2,2.399823,1.2237234
Cloxacillin (sodium),5,MIA PaCa-2,0.49209642,0.40018213
Cysteamine (hydrochloride),5,MIA PaCa-2,0.8711965,0.6265781
Darinaparsin,5,MIA PaCa-2,2.2103317,1.1663742
Demeclocycline,5,MIA PaCa-2,0.8689811,0.62539345
Diammonium Glycyrrhizinate,5,MIA PaCa-2,2.0025594,1.0994651
Docetaxel,5,MIA PaCa-2,4.183627,1.6455051
Elagolix sodium,5,MIA PaCa-2,3.73132,1.5542042
Fluvoxamine (maleate),5,MIA PaCa-2,1.1251837,0.75385827
Folic acid,5,MIA PaCa-2,0.78004956,0.5766412
Furosemide,5,MIA PaCa-2,1.9953051,1.0970461
Fusidic acid,5,MIA PaCa-2,2.2402592,1.1756533
Gallic acid,5,MIA PaCa-2,0.65221006,0.5021138
Gallic acid (hydrate),5,MIA PaCa-2,5.5359783,1.8773221
Gemfibrozil,5,MIA PaCa-2,3.637505,1.5341765
Goserelin (acetate),5,MIA PaCa-2,1.954764,1.0834188
Hexylresorcinol,5,MIA PaCa-2,6.753085,2.048091
Homoharringtonine,5,MIA PaCa-2,16.242058,2.8473516
Idarubicin (hydrochloride),5,MIA PaCa-2,14.120195,2.7160313
Isocorydine,5,MIA PaCa-2,2.714372,1.3122096
L-Thyroxine (sodium salt pentahydrate),5,MIA PaCa-2,1.0169381,0.7015806
Larotrectinib,5,MIA PaCa-2,8.372065,2.2377334
Lenalidomide (hemihydrate),5,MIA PaCa-2,1.5718994,0.9446447
Lidocaine (hydrochloride),5,MIA PaCa-2,3.586441,1.5231043
Lipoic acid,5,MIA PaCa-2,0.93263584,0.65888476
Lumateperone (tosylate),5,MIA PaCa-2,2.071813,1.122268
Medroxyprogesterone acetate,5,MIA PaCa-2,5.7710214,1.9126519
Megestrol,5,MIA PaCa-2,5.4024353,1.8566785
Mitoxantrone (dihydrochloride),5,MIA PaCa-2,5.37051,1.8516796
Neratinib (maleate),5,MIA PaCa-2,1.4766582,0.9069102
Norepinephrine (hydrochloride),5,MIA PaCa-2,2.0212634,1.1056751
Olanzapine,5,MIA PaCa-2,2.4466555,1.2374043
Palmatine (chloride),5,MIA PaCa-2,2.8286417,1.3425101
Pasireotide (acetate),5,MIA PaCa-2,6.2969494,1.9874563
Pentagastrin,5,MIA PaCa-2,1.2457863,0.8090557
Pentamidine (isethionate),5,MIA PaCa-2,2.944188,1.3722432
Pyridoxine,5,MIA PaCa-2,1.1324458,0.7572696
Pyridoxine (hydrochloride),5,MIA PaCa-2,3.4746406,1.4984261
Quinestrol,5,MIA PaCa-2,0.85621583,0.6185399
Radotinib,5,MIA PaCa-2,2.047147,1.1142057
Raltitrexed,5,MIA PaCa-2,4.058677,1.6211051
Rapamycin,5,MIA PaCa-2,2.724791,1.3150108
Relugolix,5,MIA PaCa-2,0.66549253,0.51012087
Resveratrol,5,MIA PaCa-2,4.1460276,1.6382251
Retinoic acid,5,MIA PaCa-2,0.7739462,0.57320654
Riluzole hydrochloride,5,MIA PaCa-2,2.1339457,1.1422929
Rimonabant,5,MIA PaCa-2,1.2118336,0.7938219
Ritonavir,5,MIA PaCa-2,2.754198,1.3228747
Ropivacaine (hydrochloride monohydrate),5,MIA PaCa-2,2.5743747,1.2737902
S-Adenosyl-L-methionine (disulfate tosylate),5,MIA PaCa-2,0.76130617,0.56605566
Salicylic acid,5,MIA PaCa-2,5.263333,1.8347125
Saquinavir,5,MIA PaCa-2,4.135056,1.6360908
Selinexor,5,MIA PaCa-2,1.8227857,1.0377243
Sinomenine,5,MIA PaCa-2,3.2399383,1.4445487
Sodium Salicylate,5,MIA PaCa-2,5.094082,1.8073181
Sulfisoxazole,5,MIA PaCa-2,2.1664019,1.1525959
Temsirolimus,5,MIA PaCa-2,1.5753645,0.94599104
Terfenadine,5,MIA PaCa-2,1.3377506,0.84918916
Thymol,5,MIA PaCa-2,4.2984633,1.6674168
Tofacitinib,5,MIA PaCa-2,6.022324,1.9490943
Tofacitinib (citrate),5,MIA PaCa-2,4.5134187,1.7071849
Tolcapone,5,MIA PaCa-2,2.1322846,1.1417626
Triamcinolone,5,MIA PaCa-2,1.017032,0.70162714
Triclosan,5,MIA PaCa-2,2.3037686,1.1950638
Trifluridine,5,MIA PaCa-2,4.9328766,1.7805092
Trimetrexate,5,MIA PaCa-2,3.3330095,1.4662623
Tucidinostat,5,MIA PaCa-2,9.602553,2.361095
Vilanterol,5,MIA PaCa-2,2.7874794,1.3317007
Vinblastine (sulfate),5,MIA PaCa-2,4.3952265,1.6855146
(R)-Verapamil (hydrochloride),5,NCI-H1573,2.9847374,1.3824714
18β-Glycyrrhetinic acid,5,NCI-H1573,1.1378562,0.7598036
8-Hydroxyquinoline,5,NCI-H1573,5.2663407,1.8351926
Acetohexamide,5,NCI-H1573,3.272592,1.4522207
Adagrasib,5,NCI-H1573,2.48728,1.249122
Adenine,5,NCI-H1573,1.2954023,0.8309081
Adenosine,5,NCI-H1573,2.9520195,1.3742267
Aliskiren,5,NCI-H1573,1.8261753,1.0389243
Allantoin,5,NCI-H1573,2.097772,1.1306831
Almonertinib (hydrochloride),5,NCI-H1573,1.3125457,0.8383489
Amsacrine,5,NCI-H1573,4.0900507,1.6272877
Anethole trithione,5,NCI-H1573,2.3512151,1.209323
Artesunate,5,NCI-H1573,1.3729239,0.86412287
Azithromycin (hydrate),5,NCI-H1573,0.7049665,0.53354543
Baicalin,5,NCI-H1573,3.6073577,1.5276545
Balsalazide (sodium hydrate),5,NCI-H1573,1.5281951,0.9275057
Berbamine,5,NCI-H1573,2.2279155,1.1718366
Berberine (chloride hydrate),5,NCI-H1573,3.48992,1.5018349
Bergenin,5,NCI-H1573,0.79872376,0.5870774
Bimatoprost,5,NCI-H1573,6.8286147,2.0577855
Busulfan,5,NCI-H1573,1.8576412,1.0499965
Cepharanthine,5,NCI-H1573,0.76091397,0.565833
Chlorhexidine (diacetate),5,NCI-H1573,1.8735304,1.0555414
Ciclopirox,5,NCI-H1573,1.2478533,0.8099757
Clonidine (hydrochloride),5,NCI-H1573,1.340138,0.8502099
Clotrimazole,5,NCI-H1573,1.721018,1.0010061
Cloxacillin (sodium),5,NCI-H1573,1.3062391,0.83561814
Cysteamine (hydrochloride),5,NCI-H1573,1.4239019,0.8853786
Darinaparsin,5,NCI-H1573,2.2192068,1.169135
Demeclocycline,5,NCI-H1573,0.75780106,0.5640636
Diammonium Glycyrrhizinate,5,NCI-H1573,0.94910824,0.6673719
Docetaxel,5,NCI-H1573,4.3597484,1.678917
Elagolix sodium,5,NCI-H1573,2.7239563,1.3147867
Fluvoxamine (maleate),5,NCI-H1573,1.4575769,0.8991759
Folic acid,5,NCI-H1573,2.0846448,1.1264365
Furosemide,5,NCI-H1573,2.6174717,1.2857753
Fusidic acid,5,NCI-H1573,0.5607435,0.4451623
Gallic acid,5,NCI-H1573,0.9855669,0.68590444
Gallic acid (hydrate),5,NCI-H1573,3.1457968,1.422095
Gemfibrozil,5,NCI-H1573,1.9269907,1.0739748
Goserelin (acetate),5,NCI-H1573,1.9258037,1.0735692
Hexylresorcinol,5,NCI-H1573,2.4690773,1.2438886
Homoharringtonine,5,NCI-H1573,21.797413,3.126647
Idarubicin (hydrochloride),5,NCI-H1573,5.4173336,1.8590027
Isocorydine,5,NCI-H1573,2.8988824,1.36069
L-Thyroxine (sodium salt pentahydrate),5,NCI-H1573,1.6248184,0.9650117
Larotrectinib,5,NCI-H1573,4.385927,1.6837895
Lenalidomide (hemihydrate),5,NCI-H1573,0.83273166,0.60580754
Lidocaine (hydrochloride),5,NCI-H1573,1.0342144,0.7101097
Lipoic acid,5,NCI-H1573,1.0346918,0.7103444
Lumateperone (tosylate),5,NCI-H1573,0.5384419,0.43077016
Medroxyprogesterone acetate,5,NCI-H1573,5.7783446,1.9137329
Megestrol,5,NCI-H1573,5.107135,1.8094578
Mitoxantrone (dihydrochloride),5,NCI-H1573,1.7737509,1.0202005
Neratinib (maleate),5,NCI-H1573,5.224759,1.8285347
Norepinephrine (hydrochloride),5,NCI-H1573,0.7767144,0.5747658
Olanzapine,5,NCI-H1573,0.6210855,0.483096
Palmatine (chloride),5,NCI-H1573,3.0192256,1.3910892
Pasireotide (acetate),5,NCI-H1573,5.088734,1.8064402
Pentagastrin,5,NCI-H1573,0.9039125,0.64391094
Pentamidine (isethionate),5,NCI-H1573,4.2713184,1.6622806
Pyridoxine,5,NCI-H1573,1.3164718,0.8400453
Pyridoxine (hydrochloride),5,NCI-H1573,3.9330485,1.5959572
Quinestrol,5,NCI-H1573,1.0032377,0.69476473
Radotinib,5,NCI-H1573,2.436396,1.2344232
Raltitrexed,5,NCI-H1573,3.2797043,1.4538839
Rapamycin,5,NCI-H1573,3.924041,1.5941296
Relugolix,5,NCI-H1573,0.33984575,0.2925545
Resveratrol,5,NCI-H1573,2.1579196,1.1499134
Retinoic acid,5,NCI-H1573,4.570849,1.7175474
Riluzole hydrochloride,5,NCI-H1573,1.9482969,1.0812277
Rimonabant,5,NCI-H1573,1.5074874,0.91928124
Ritonavir,5,NCI-H1573,3.3718536,1.4751871
Ropivacaine (hydrochloride monohydrate),5,NCI-H1573,4.478328,1.7008
S-Adenosyl-L-methionine (disulfate tosylate),5,NCI-H1573,0.53062284,0.42567474
Salicylic acid,5,NCI-H1573,4.7316976,1.7460117
Saquinavir,5,NCI-H1573,2.7413418,1.3194443
Selinexor,5,NCI-H1573,3.140608,1.4208426
Sinomenine,5,NCI-H1573,0.65541583,0.5040522
Sodium Salicylate,5,NCI-H1573,2.4013767,1.2241802
Sulfisoxazole,5,NCI-H1573,1.6461519,0.9731065
Temsirolimus,5,NCI-H1573,2.470208,1.2442145
Terfenadine,5,NCI-H1573,1.0607141,0.72305256
Thymol,5,NCI-H1573,1.5954368,0.95375484
Tofacitinib,5,NCI-H1573,4.241653,1.656637
Tofacitinib (citrate),5,NCI-H1573,4.07924,1.6251616
Tolcapone,5,NCI-H1573,0.95318234,0.66946
Triamcinolone,5,NCI-H1573,6.7684817,2.0500748
Triclosan,5,NCI-H1573,3.092453,1.4091445
Trifluridine,5,NCI-H1573,3.7387102,1.555765
Trimetrexate,5,NCI-H1573,1.6365892,0.9694861
Tucidinostat,5,NCI-H1573,8.291915,2.2291446
Vilanterol,5,NCI-H1573,2.6131172,1.2845709
Vinblastine (sulfate),5,NCI-H1573,5.119059,1.8114083
(R)-Verapamil (hydrochloride),5,NCI-H1792,5.720606,1.9051783
18β-Glycyrrhetinic acid,5,NCI-H1792,4.5608816,1.7157567
8-Hydroxyquinoline,5,NCI-H1792,5.707871,1.9032816
Acetohexamide,5,NCI-H1792,5.3551197,1.8492608
Adagrasib,5,NCI-H1792,6.07555,1.9566453
Adenine,5,NCI-H1792,2.7463813,1.3207904
Adenosine,5,NCI-H1792,1.8807788,1.0580606
Aliskiren,5,NCI-H1792,2.2810001,1.1881483
Allantoin,5,NCI-H1792,3.4956267,1.503105
Almonertinib (hydrochloride),5,NCI-H1792,3.195008,1.4338952
Amsacrine,5,NCI-H1792,5.9674234,1.9412456
Anethole trithione,5,NCI-H1792,2.5235355,1.2594649
Artesunate,5,NCI-H1792,1.921777,1.072192
Azithromycin (hydrate),5,NCI-H1792,2.0571768,1.117492
Baicalin,5,NCI-H1792,3.598189,1.5256625
Balsalazide (sodium hydrate),5,NCI-H1792,1.8046917,1.0312936
Berbamine,5,NCI-H1792,3.8152173,1.5717812
Berberine (chloride hydrate),5,NCI-H1792,4.0149636,1.6124262
Bergenin,5,NCI-H1792,3.3623955,1.4730214
Bimatoprost,5,NCI-H1792,6.4130054,2.0032358
Busulfan,5,NCI-H1792,4.1953177,1.6477578
Cepharanthine,5,NCI-H1792,2.55304,1.2678035
Chlorhexidine (diacetate),5,NCI-H1792,1.6194791,0.9629755
Ciclopirox,5,NCI-H1792,1.0336666,0.70984036
Clonidine (hydrochloride),5,NCI-H1792,2.14249,1.1450155
Clotrimazole,5,NCI-H1792,2.6828132,1.303677
Cloxacillin (sodium),5,NCI-H1792,0.50792104,0.4107319
Cysteamine (hydrochloride),5,NCI-H1792,5.0405684,1.7984982
Darinaparsin,5,NCI-H1792,4.3158484,1.6706927
Demeclocycline,5,NCI-H1792,1.4550208,0.89813524
Diammonium Glycyrrhizinate,5,NCI-H1792,3.5985122,1.5257328
Docetaxel,5,NCI-H1792,4.3896427,1.6844791
Elagolix sodium,5,NCI-H1792,5.5428376,1.878371
Fluvoxamine (maleate),5,NCI-H1792,1.705742,0.99537617
Folic acid,5,NCI-H1792,1.1758269,0.7774088
Furosemide,5,NCI-H1792,3.9718308,1.6037881
Fusidic acid,5,NCI-H1792,2.9970348,1.3855528
Gallic acid,5,NCI-H1792,1.7069392,0.99581856
Gallic acid (hydrate),5,NCI-H1792,4.848422,1.7661719
Gemfibrozil,5,NCI-H1792,4.7275014,1.7452793
Goserelin (acetate),5,NCI-H1792,2.3989015,1.2234523
Hexylresorcinol,5,NCI-H1792,4.1860886,1.6459798
Homoharringtonine,5,NCI-H1792,30.353462,3.4453247
Idarubicin (hydrochloride),5,NCI-H1792,23.91051,3.2152898
Isocorydine,5,NCI-H1792,5.0169272,1.7945766
L-Thyroxine (sodium salt pentahydrate),5,NCI-H1792,1.8397512,1.0437164
Larotrectinib,5,NCI-H1792,5.3992476,1.8561804
Lenalidomide (hemihydrate),5,NCI-H1792,3.236761,1.4437991
Lidocaine (hydrochloride),5,NCI-H1792,6.055579,1.9538187
Lipoic acid,5,NCI-H1792,0.8741411,0.62815046
Lumateperone (tosylate),5,NCI-H1792,0.6048442,0.4730267
Medroxyprogesterone acetate,5,NCI-H1792,9.072909,2.3098495
Megestrol,5,NCI-H1792,5.273259,1.8362961
Mitoxantrone (dihydrochloride),5,NCI-H1792,6.432872,2.0059123
Neratinib (maleate),5,NCI-H1792,8.156811,2.214498
Norepinephrine (hydrochloride),5,NCI-H1792,3.018328,1.3908659
Olanzapine,5,NCI-H1792,2.5073626,1.2548643
Palmatine (chloride),5,NCI-H1792,5.0831075,1.8055156
Pasireotide (acetate),5,NCI-H1792,6.4943585,2.0141506
Pentagastrin,5,NCI-H1792,2.2081535,1.1656955
Pentamidine (isethionate),5,NCI-H1792,4.3953085,1.6855297
Pyridoxine,5,NCI-H1792,4.114016,1.631985
Pyridoxine (hydrochloride),5,NCI-H1792,2.3092384,1.1967181
Quinestrol,5,NCI-H1792,1.2058712,0.79112256
Radotinib,5,NCI-H1792,4.88308,1.7720804
Raltitrexed,5,NCI-H1792,4.491724,1.7032423
Rapamycin,5,NCI-H1792,4.357595,1.6785152
Relugolix,5,NCI-H1792,0.5262771,0.42283154
Resveratrol,5,NCI-H1792,3.705267,1.5486825
Retinoic acid,5,NCI-H1792,7.1403584,2.0968342
Riluzole hydrochloride,5,NCI-H1792,4.150616,1.6391163
Rimonabant,5,NCI-H1792,0.9245489,0.65469164
Ritonavir,5,NCI-H1792,4.824889,1.76214
Ropivacaine (hydrochloride monohydrate),5,NCI-H1792,5.5001745,1.871829
S-Adenosyl-L-methionine (disulfate tosylate),5,NCI-H1792,1.6383538,0.9701552
Salicylic acid,5,NCI-H1792,3.5511587,1.5153818
Saquinavir,5,NCI-H1792,5.3372817,1.84645
Selinexor,5,NCI-H1792,6.6894913,2.0398545
Sinomenine,5,NCI-H1792,1.9439834,1.0797637
Sodium Salicylate,5,NCI-H1792,4.1647696,1.6418605
Sulfisoxazole,5,NCI-H1792,2.167987,1.1530964
Temsirolimus,5,NCI-H1792,5.254425,1.8332893
Terfenadine,5,NCI-H1792,2.4044943,1.2250965
Thymol,5,NCI-H1792,5.115188,1.8107755
Tofacitinib,5,NCI-H1792,5.7210174,1.9052396
Tofacitinib (citrate),5,NCI-H1792,7.4556737,2.1348376
Tolcapone,5,NCI-H1792,3.170418,1.4280163
Triamcinolone,5,NCI-H1792,8.771673,2.2794876
Triclosan,5,NCI-H1792,3.029297,1.393592
Trifluridine,5,NCI-H1792,3.721037,1.5520284
Trimetrexate,5,NCI-H1792,4.608026,1.7241988
Tucidinostat,5,NCI-H1792,2.6197119,1.2863945
Vilanterol,5,NCI-H1792,4.758225,1.7506292
Vinblastine (sulfate),5,NCI-H1792,5.5920677,1.8858671
(R)-Verapamil (hydrochloride),5,NCI-H2030,4.3498826,1.6770747
18β-Glycyrrhetinic acid,5,NCI-H2030,3.307528,1.4603642
8-Hydroxyquinoline,5,NCI-H2030,5.3674207,1.8511945
Acetohexamide,5,NCI-H2030,3.6953046,1.546563
Adagrasib,5,NCI-H2030,4.6915703,1.7389863
Adenine,5,NCI-H2030,1.8873372,1.0603347
Adenosine,5,NCI-H2030,1.5650413,0.9419746
Aliskiren,5,NCI-H2030,2.2849865,1.1893625
Allantoin,5,NCI-H2030,3.1110587,1.4136806
Almonertinib (hydrochloride),5,NCI-H2030,2.9506202,1.3738725
Amsacrine,5,NCI-H2030,6.2001038,1.9740955
Anethole trithione,5,NCI-H2030,3.8344545,1.5757684
Artesunate,5,NCI-H2030,2.71961,1.3136188
Azithromycin (hydrate),5,NCI-H2030,1.4293344,0.8876173
Baicalin,5,NCI-H2030,3.8013744,1.5689023
Balsalazide (sodium hydrate),5,NCI-H2030,1.4898704,0.9122307
Berbamine,5,NCI-H2030,2.4938505,1.2510045
Berberine (chloride hydrate),5,NCI-H2030,3.965566,1.6025273
Bergenin,5,NCI-H2030,3.4641256,1.4960734
Bimatoprost,5,NCI-H2030,7.1180706,2.0940926
Busulfan,5,NCI-H2030,4.1951737,1.6477301
Cepharanthine,5,NCI-H2030,2.8922436,1.3589858
Chlorhexidine (diacetate),5,NCI-H2030,3.0570557,1.4004575
Ciclopirox,5,NCI-H2030,0.6858895,0.5222933
Clonidine (hydrochloride),5,NCI-H2030,1.6275502,0.96605194
Clotrimazole,5,NCI-H2030,3.3100827,1.460957
Cloxacillin (sodium),5,NCI-H2030,1.2094615,0.7927488
Cysteamine (hydrochloride),5,NCI-H2030,3.003152,1.387082
Darinaparsin,5,NCI-H2030,3.4780054,1.4991777
Demeclocycline,5,NCI-H2030,1.1712692,0.7753119
Diammonium Glycyrrhizinate,5,NCI-H2030,2.6330698,1.2900779
Docetaxel,5,NCI-H2030,6.820412,2.0567372
Elagolix sodium,5,NCI-H2030,6.2689824,1.9836164
Fluvoxamine (maleate),5,NCI-H2030,1.5146775,0.9221446
Folic acid,5,NCI-H2030,1.6784831,0.98525065
Furosemide,5,NCI-H2030,4.5062604,1.7058856
Fusidic acid,5,NCI-H2030,2.7002878,1.3084106
Gallic acid,5,NCI-H2030,1.6185687,0.9626279
Gallic acid (hydrate),5,NCI-H2030,4.981725,1.788709
Gemfibrozil,5,NCI-H2030,3.776792,1.5637692
Goserelin (acetate),5,NCI-H2030,2.1701763,1.1537871
Hexylresorcinol,5,NCI-H2030,3.2047,1.436203
Homoharringtonine,5,NCI-H2030,21.727571,3.1235788
Idarubicin (hydrochloride),5,NCI-H2030,15.624423,2.8108728
Isocorydine,5,NCI-H2030,4.5945807,1.7217984
L-Thyroxine (sodium salt pentahydrate),5,NCI-H2030,1.9824445,1.0927433
Larotrectinib,5,NCI-H2030,6.6927676,2.0402806
Lenalidomide (hemihydrate),5,NCI-H2030,2.498143,1.2522322
Lidocaine (hydrochloride),5,NCI-H2030,4.892064,1.7736064
Lipoic acid,5,NCI-H2030,1.1118106,0.74754566
Lumateperone (tosylate),5,NCI-H2030,0.9201305,0.65239316
Medroxyprogesterone acetate,5,NCI-H2030,7.84988,2.180404
Megestrol,5,NCI-H2030,5.448779,1.8638909
Mitoxantrone (dihydrochloride),5,NCI-H2030,8.38673,2.239297
Neratinib (maleate),5,NCI-H2030,6.6259255,2.0315537
Norepinephrine (hydrochloride),5,NCI-H2030,2.2692242,1.1845527
Olanzapine,5,NCI-H2030,2.5583422,1.2692947
Palmatine (chloride),5,NCI-H2030,5.127421,1.812774
Pasireotide (acetate),5,NCI-H2030,4.899302,1.774834
Pentagastrin,5,NCI-H2030,2.173796,1.1549283
Pentamidine (isethionate),5,NCI-H2030,4.863611,1.7687657
Pyridoxine,5,NCI-H2030,2.1358323,1.1428946
Pyridoxine (hydrochloride),5,NCI-H2030,2.3245494,1.2013341
Quinestrol,5,NCI-H2030,1.3081555,0.8364487
Radotinib,5,NCI-H2030,4.0488577,1.6191621
Raltitrexed,5,NCI-H2030,4.1362815,1.6363294
Rapamycin,5,NCI-H2030,4.529153,1.7100346
Relugolix,5,NCI-H2030,0.95175385,0.66872835
Resveratrol,5,NCI-H2030,4.535495,1.7111809
Retinoic acid,5,NCI-H2030,2.24844,1.1781749
Riluzole hydrochloride,5,NCI-H2030,2.596208,1.27988
Rimonabant,5,NCI-H2030,0.6671848,0.5111365
Ritonavir,5,NCI-H2030,3.42917,1.4882122
Ropivacaine (hydrochloride monohydrate),5,NCI-H2030,3.6422362,1.5351962
S-Adenosyl-L-methionine (disulfate tosylate),5,NCI-H2030,2.1727395,1.1545954
Salicylic acid,5,NCI-H2030,4.6183476,1.7260376
Saquinavir,5,NCI-H2030,3.9107332,1.5914233
Selinexor,5,NCI-H2030,4.0382237,1.6170536
Sinomenine,5,NCI-H2030,1.2159986,0.7957032
Sodium Salicylate,5,NCI-H2030,3.8845086,1.5860686
Sulfisoxazole,5,NCI-H2030,3.21488,1.4386212
Temsirolimus,5,NCI-H2030,3.3886,1.4790103
Terfenadine,5,NCI-H2030,2.3678105,1.2142628
Thymol,5,NCI-H2030,4.2457113,1.6574109
Tofacitinib,5,NCI-H2030,3.2133813,1.4382654
Tofacitinib (citrate),5,NCI-H2030,5.119263,1.8114417
Tolcapone,5,NCI-H2030,2.4453325,1.2370204
Triamcinolone,5,NCI-H2030,6.112947,1.9619167
Triclosan,5,NCI-H2030,2.632343,1.2898779
Trifluridine,5,NCI-H2030,4.4035516,1.6870564
Trimetrexate,5,NCI-H2030,4.1061187,1.6304395
Tucidinostat,5,NCI-H2030,8.913283,2.2938757
Vilanterol,5,NCI-H2030,3.8710248,1.5833044
Vinblastine (sulfate),5,NCI-H2030,2.3809164,1.2181468
(R)-Verapamil (hydrochloride),5,NCI-H23,3.5573509,1.5167415
18β-Glycyrrhetinic acid,5,NCI-H23,2.0851395,1.1265969
8-Hydroxyquinoline,5,NCI-H23,2.3403847,1.2060859
Acetohexamide,5,NCI-H23,2.4939625,1.2510365
Adagrasib,5,NCI-H23,6.129435,1.964232
Adenine,5,NCI-H23,0.7894117,0.5818869
Adenosine,5,NCI-H23,2.316346,1.1988635
Aliskiren,5,NCI-H23,1.5197453,0.92415786
Allantoin,5,NCI-H23,1.3867582,0.86993605
Almonertinib (hydrochloride),5,NCI-H23,1.3148125,0.8393287
Amsacrine,5,NCI-H23,2.1729853,1.1546729
Anethole trithione,5,NCI-H23,4.2231727,1.653105
Artesunate,5,NCI-H23,3.403535,1.4824076
Azithromycin (hydrate),5,NCI-H23,0.7328425,0.54976314
Baicalin,5,NCI-H23,2.9645672,1.3773967
Balsalazide (sodium hydrate),5,NCI-H23,0.773888,0.57317376
Berbamine,5,NCI-H23,1.2793405,0.82388616
Berberine (chloride hydrate),5,NCI-H23,2.0173285,1.1043718
Bergenin,5,NCI-H23,1.2439646,0.80824417
Bimatoprost,5,NCI-H23,5.7521157,1.9098558
Busulfan,5,NCI-H23,2.0424244,1.1126547
Cepharanthine,5,NCI-H23,0.7268443,0.54629564
Chlorhexidine (diacetate),5,NCI-H23,1.0889677,0.73667
Ciclopirox,5,NCI-H23,1.117459,0.75021684
Clonidine (hydrochloride),5,NCI-H23,0.7524757,0.56102943
Clotrimazole,5,NCI-H23,2.18184,1.1574596
Cloxacillin (sodium),5,NCI-H23,0.732783,0.5497288
Cysteamine (hydrochloride),5,NCI-H23,0.9589701,0.6724189
Darinaparsin,5,NCI-H23,1.1501479,0.76553667
Demeclocycline,5,NCI-H23,0.70352703,0.53270084
Diammonium Glycyrrhizinate,5,NCI-H23,1.4501827,0.89616257
Docetaxel,5,NCI-H23,2.3748217,1.2163424
Elagolix sodium,5,NCI-H23,2.7001061,1.3083615
Fluvoxamine (maleate),5,NCI-H23,0.79374474,0.58430547
Folic acid,5,NCI-H23,0.6456235,0.49811935
Furosemide,5,NCI-H23,1.2138749,0.7947444
Fusidic acid,5,NCI-H23,1.1297184,0.7559898
Gallic acid,5,NCI-H23,1.2948588,0.8306713
Gallic acid (hydrate),5,NCI-H23,3.6228898,1.53102
Gemfibrozil,5,NCI-H23,2.6125965,1.2844268
Goserelin (acetate),5,NCI-H23,1.199616,0.78828275
Hexylresorcinol,5,NCI-H23,3.6467311,1.536164
Homoharringtonine,5,NCI-H23,10.58338,2.4495714
Idarubicin (hydrochloride),5,NCI-H23,9.161066,2.3185635
Isocorydine,5,NCI-H23,1.8728387,1.0553007
L-Thyroxine (sodium salt pentahydrate),5,NCI-H23,0.6235824,0.48463508
Larotrectinib,5,NCI-H23,5.155764,1.8173889
Lenalidomide (hemihydrate),5,NCI-H23,1.4274576,0.88684446
Lidocaine (hydrochloride),5,NCI-H23,2.6745315,1.3014256
Lipoic acid,5,NCI-H23,0.585237,0.46073395
Lumateperone (tosylate),5,NCI-H23,0.85957295,0.62034684
Medroxyprogesterone acetate,5,NCI-H23,3.0533369,1.3995404
Megestrol,5,NCI-H23,2.745943,1.3206735
Mitoxantrone (dihydrochloride),5,NCI-H23,1.490136,0.9123373
Neratinib (maleate),5,NCI-H23,2.7241738,1.3148451
Norepinephrine (hydrochloride),5,NCI-H23,0.90745497,0.6457699
Olanzapine,5,NCI-H23,1.1380535,0.75989586
Palmatine (chloride),5,NCI-H23,1.6910998,0.98994994
Pasireotide (acetate),5,NCI-H23,3.6928306,1.5460359
Pentagastrin,5,NCI-H23,0.74193627,0.5549973
Pentamidine (isethionate),5,NCI-H23,2.102785,1.1323001
Pyridoxine,5,NCI-H23,1.281408,0.82479274
Pyridoxine (hydrochloride),5,NCI-H23,1.462387,0.90113115
Quinestrol,5,NCI-H23,0.68917054,0.52423763
Radotinib,5,NCI-H23,3.1682103,1.4274868
Raltitrexed,5,NCI-H23,2.0113373,1.1023843
Rapamycin,5,NCI-H23,1.6801473,0.9858718
Relugolix,5,NCI-H23,1.504809,0.9182125
Resveratrol,5,NCI-H23,2.2790232,1.1875455
Retinoic acid,5,NCI-H23,1.2327644,0.8032404
Riluzole hydrochloride,5,NCI-H23,1.248976,0.810475
Rimonabant,5,NCI-H23,1.2575357,0.81427383
Ritonavir,5,NCI-H23,2.1609268,1.1508653
Ropivacaine (hydrochloride monohydrate),5,NCI-H23,1.9896579,1.0951589
S-Adenosyl-L-methionine (disulfate tosylate),5,NCI-H23,0.9956199,0.69095474
Salicylic acid,5,NCI-H23,3.501151,1.5043331
